id_filial|ds_filial|id_cidade
751|Filial - 000751|172
1010|Filial - 001010|172
1069|Filial - 001069|359
1681|Filial - 001681|359
95|Filial - 000095|39
167|Filial - 000167|39
168|Filial - 000168|39
190|Filial - 000190|39
436|Filial - 000436|39
446|Filial - 000446|39
461|Filial - 000461|39
525|Filial - 000525|39
801|Filial - 000801|39
935|Filial - 000935|39
1656|Filial - 001656|39
193|Filial - 000193|45
902|Filial - 000902|105
1398|Filial - 001398|105
1718|Filial - 001718|105
291|Filial - 000291|279
328|Filial - 000328|279
475|Filial - 000475|279
614|Filial - 000614|279
634|Filial - 000634|279
713|Filial - 000713|279
718|Filial - 000718|279
823|Filial - 000823|279
828|Filial - 000828|279
837|Filial - 000837|279
913|Filial - 000913|279
929|Filial - 000929|279
1559|Filial - 001559|279
1725|Filial - 001725|279
1467|Filial - 001467|281
480|Filial - 000480|23
1243|Filial - 001243|23
211|Filial - 000211|38
580|Filial - 000580|181
129|Filial - 000129|29
943|Filial - 000943|190
1236|Filial - 001236|190
299|Filial - 000299|199
726|Filial - 000726|199
780|Filial - 000780|199
849|Filial - 000849|199
864|Filial - 000864|199
1092|Filial - 001092|199
1604|Filial - 001604|199
817|Filial - 000817|248
1238|Filial - 001238|248
1387|Filial - 001387|248
1553|Filial - 001553|248
86|Filial - 000086|611
556|Filial - 000556|7026
1593|Filial - 001593|4990
1|Filial - 000001|354
170|Filial - 000170|354
198|Filial - 000198|354
374|Filial - 000374|354
607|Filial - 000607|354
685|Filial - 000685|354
905|Filial - 000905|354
1263|Filial - 001263|354
1291|Filial - 001291|354
1642|Filial - 001642|354
797|Filial - 000797|753
136|Filial - 000136|1179
515|Filial - 000515|1343
941|Filial - 000941|1343
1301|Filial - 001301|1343
1460|Filial - 001460|1343
1637|Filial - 001637|1343
1235|Filial - 001235|1358
889|Filial - 000889|3927
21|Filial - 000021|12
557|Filial - 000557|12
599|Filial - 000599|12
839|Filial - 000839|12
1679|Filial - 001679|12
1690|Filial - 001690|12
1472|Filial - 001472|264
171|Filial - 000171|420
636|Filial - 000636|420
708|Filial - 000708|420
307|Filial - 000307|1713
1626|Filial - 001626|2088
53|Filial - 000053|2515
1600|Filial - 001600|2515
1611|Filial - 001611|2515
1698|Filial - 001698|2515
40|Filial - 000040|155
234|Filial - 000234|155
292|Filial - 000292|155
598|Filial - 000598|155
994|Filial - 000994|155
1035|Filial - 001035|155
1648|Filial - 001648|155
1444|Filial - 001444|265
1565|Filial - 001565|740
1138|Filial - 001138|1255
370|Filial - 000370|246
1214|Filial - 001214|246
460|Filial - 000460|649
1039|Filial - 001039|861
601|Filial - 000601|122
909|Filial - 000909|139
1339|Filial - 001339|1701
55|Filial - 000055|6739
1607|Filial - 001607|206
67|Filial - 000067|361
903|Filial - 000903|361
1178|Filial - 001178|361
320|Filial - 000320|1261
78|Filial - 000078|4754
185|Filial - 000185|1502
592|Filial - 000592|1502
1598|Filial - 001598|2453
1630|Filial - 001630|2453
719|Filial - 000719|228
545|Filial - 000545|400
1527|Filial - 001527|832
209|Filial - 000209|2569
242|Filial - 000242|2569
584|Filial - 000584|2569
1476|Filial - 001476|2569
1581|Filial - 001581|2569
1659|Filial - 001659|2569
1672|Filial - 001672|2649
33|Filial - 000033|46
267|Filial - 000267|46
293|Filial - 000293|46
387|Filial - 000387|46
421|Filial - 000421|46
530|Filial - 000530|46
532|Filial - 000532|46
533|Filial - 000533|46
546|Filial - 000546|46
645|Filial - 000645|46
699|Filial - 000699|46
711|Filial - 000711|46
715|Filial - 000715|46
820|Filial - 000820|46
853|Filial - 000853|46
856|Filial - 000856|46
938|Filial - 000938|46
1009|Filial - 001009|46
1058|Filial - 001058|46
1076|Filial - 001076|46
1315|Filial - 001315|46
1363|Filial - 001363|46
1411|Filial - 001411|46
1421|Filial - 001421|46
1440|Filial - 001440|46
1457|Filial - 001457|46
1562|Filial - 001562|46
1664|Filial - 001664|46
1707|Filial - 001707|46
1724|Filial - 001724|46
41|Filial - 000041|1019
993|Filial - 000993|1019
1713|Filial - 001713|2528
28|Filial - 000028|3468
1583|Filial - 001583|3468
1030|Filial - 001030|241
1119|Filial - 001119|241
1297|Filial - 001297|241
1335|Filial - 001335|241
1396|Filial - 001396|241
287|Filial - 000287|1144
1538|Filial - 001538|1144
399|Filial - 000399|1898
467|Filial - 000467|52
661|Filial - 000661|52
727|Filial - 000727|52
97|Filial - 000097|208
149|Filial - 000149|208
213|Filial - 000213|208
309|Filial - 000309|208
340|Filial - 000340|208
348|Filial - 000348|208
352|Filial - 000352|208
388|Filial - 000388|208
422|Filial - 000422|208
479|Filial - 000479|208
495|Filial - 000495|208
497|Filial - 000497|208
535|Filial - 000535|208
627|Filial - 000627|208
633|Filial - 000633|208
694|Filial - 000694|208
704|Filial - 000704|208
733|Filial - 000733|208
753|Filial - 000753|208
759|Filial - 000759|208
775|Filial - 000775|208
806|Filial - 000806|208
835|Filial - 000835|208
882|Filial - 000882|208
917|Filial - 000917|208
940|Filial - 000940|208
973|Filial - 000973|208
1048|Filial - 001048|208
1121|Filial - 001121|208
1180|Filial - 001180|208
1183|Filial - 001183|208
1201|Filial - 001201|208
1228|Filial - 001228|208
1271|Filial - 001271|208
1288|Filial - 001288|208
1294|Filial - 001294|208
1321|Filial - 001321|208
1322|Filial - 001322|208
1334|Filial - 001334|208
1402|Filial - 001402|208
1405|Filial - 001405|208
1425|Filial - 001425|208
1446|Filial - 001446|208
1462|Filial - 001462|208
1465|Filial - 001465|208
1635|Filial - 001635|208
1715|Filial - 001715|208
1720|Filial - 001720|208
962|Filial - 000962|360
859|Filial - 000859|2349
1165|Filial - 001165|2349
1110|Filial - 001110|2626
1534|Filial - 001534|261
1073|Filial - 001073|417
821|Filial - 000821|489
231|Filial - 000231|2
493|Filial - 000493|70
1270|Filial - 001270|70
1317|Filial - 001317|70
1015|Filial - 001015|272
561|Filial - 000561|868
700|Filial - 000700|868
1160|Filial - 001160|868
970|Filial - 000970|1650
132|Filial - 000132|47
476|Filial - 000476|1717
72|Filial - 000072|5827
1392|Filial - 001392|5827
1463|Filial - 001463|5827
1599|Filial - 001599|5827
150|Filial - 000150|404
744|Filial - 000744|404
961|Filial - 000961|404
1054|Filial - 001054|404
1108|Filial - 001108|404
1150|Filial - 001150|404
1499|Filial - 001499|404
1733|Filial - 001733|404
1234|Filial - 001234|1114
1357|Filial - 001357|1114
520|Filial - 000520|6249
1208|Filial - 001208|79
1226|Filial - 001226|79
1003|Filial - 001003|752
1219|Filial - 001219|752
954|Filial - 000954|2979
82|Filial - 000082|5936
261|Filial - 000261|5936
275|Filial - 000275|96
440|Filial - 000440|96
778|Filial - 000778|96
786|Filial - 000786|653
386|Filial - 000386|2612
842|Filial - 000842|187
1711|Filial - 001711|774
1013|Filial - 001013|946
306|Filial - 000306|723
1001|Filial - 001001|723
1367|Filial - 001367|723
945|Filial - 000945|879
1549|Filial - 001549|978
18|Filial - 000018|5541
145|Filial - 000145|5541
243|Filial - 000243|5541
571|Filial - 000571|5541
17|Filial - 000017|7237
83|Filial - 000083|616
236|Filial - 000236|616
428|Filial - 000428|616
585|Filial - 000585|616
1019|Filial - 001019|616
1099|Filial - 001099|616
1313|Filial - 001313|616
1327|Filial - 001327|616
1438|Filial - 001438|616
1737|Filial - 001737|616
208|Filial - 000208|713
677|Filial - 000677|713
1650|Filial - 001650|713
1566|Filial - 001566|2097
432|Filial - 000432|3096
597|Filial - 000597|263
429|Filial - 000429|100
1518|Filial - 001518|186
1041|Filial - 001041|1623
1190|Filial - 001190|1623
1040|Filial - 001040|2785
1153|Filial - 001153|2785
85|Filial - 000085|3512
30|Filial - 000030|3810
1484|Filial - 001484|4745
295|Filial - 000295|189
412|Filial - 000412|795
541|Filial - 000541|795
1461|Filial - 001461|795
1564|Filial - 001564|795
241|Filial - 000241|2225
721|Filial - 000721|517
1582|Filial - 001582|738
486|Filial - 000486|3529
62|Filial - 000062|5073
950|Filial - 000950|1638
63|Filial - 000063|2190
518|Filial - 000518|2190
144|Filial - 000144|3098
29|Filial - 000029|7390
1464|Filial - 001464|7390
317|Filial - 000317|104
729|Filial - 000729|104
758|Filial - 000758|104
1184|Filial - 001184|104
1409|Filial - 001409|104
1404|Filial - 001404|610
437|Filial - 000437|3149
74|Filial - 000074|16
229|Filial - 000229|16
364|Filial - 000364|16
435|Filial - 000435|16
600|Filial - 000600|16
804|Filial - 000804|16
908|Filial - 000908|16
1274|Filial - 001274|16
1684|Filial - 001684|16
1692|Filial - 001692|16
1513|Filial - 001513|161
59|Filial - 000059|960
255|Filial - 000255|960
263|Filial - 000263|960
290|Filial - 000290|960
302|Filial - 000302|960
419|Filial - 000419|960
512|Filial - 000512|960
519|Filial - 000519|960
552|Filial - 000552|960
560|Filial - 000560|960
593|Filial - 000593|960
595|Filial - 000595|960
687|Filial - 000687|960
697|Filial - 000697|960
798|Filial - 000798|960
799|Filial - 000799|960
894|Filial - 000894|960
895|Filial - 000895|960
949|Filial - 000949|960
996|Filial - 000996|960
1005|Filial - 001005|960
1032|Filial - 001032|960
1105|Filial - 001105|960
1163|Filial - 001163|960
1176|Filial - 001176|960
1191|Filial - 001191|960
1242|Filial - 001242|960
1262|Filial - 001262|960
1400|Filial - 001400|960
1414|Filial - 001414|960
1428|Filial - 001428|960
1453|Filial - 001453|960
1508|Filial - 001508|960
1535|Filial - 001535|960
1540|Filial - 001540|960
1558|Filial - 001558|960
1588|Filial - 001588|960
1643|Filial - 001643|960
1712|Filial - 001712|960
2|Filial - 000002|1246
393|Filial - 000393|1246
1432|Filial - 001432|1246
151|Filial - 000151|7241
649|Filial - 000649|313
960|Filial - 000960|313
1125|Filial - 001125|313
133|Filial - 000133|4649
1569|Filial - 001569|4665
154|Filial - 000154|31
354|Filial - 000354|31
879|Filial - 000879|31
1016|Filial - 001016|31
1017|Filial - 001017|31
1067|Filial - 001067|31
1084|Filial - 001084|31
1149|Filial - 001149|31
199|Filial - 000199|483
410|Filial - 000410|483
1388|Filial - 001388|483
25|Filial - 000025|1151
1024|Filial - 001024|1532
1722|Filial - 001722|40
330|Filial - 000330|198
630|Filial - 000630|198
1057|Filial - 001057|198
1709|Filial - 001709|198
192|Filial - 000192|765
300|Filial - 000300|765
326|Filial - 000326|765
674|Filial - 000674|765
702|Filial - 000702|765
812|Filial - 000812|765
824|Filial - 000824|765
834|Filial - 000834|765
851|Filial - 000851|765
891|Filial - 000891|765
969|Filial - 000969|765
1129|Filial - 001129|765
1189|Filial - 001189|765
1203|Filial - 001203|765
1323|Filial - 001323|765
1362|Filial - 001362|765
1424|Filial - 001424|765
1519|Filial - 001519|765
1536|Filial - 001536|765
1678|Filial - 001678|765
1154|Filial - 001154|200
1133|Filial - 001133|730
583|Filial - 000583|3847
1264|Filial - 001264|3847
868|Filial - 000868|80
1374|Filial - 001374|80
683|Filial - 000683|145
1117|Filial - 001117|145
1641|Filial - 001641|2637
503|Filial - 000503|30
564|Filial - 000564|262
1644|Filial - 001644|262
27|Filial - 000027|748
104|Filial - 000104|748
116|Filial - 000116|748
266|Filial - 000266|748
271|Filial - 000271|748
413|Filial - 000413|748
542|Filial - 000542|748
1386|Filial - 001386|748
1575|Filial - 001575|748
1735|Filial - 001735|748
1169|Filial - 001169|770
1305|Filial - 001305|770
698|Filial - 000698|34
1120|Filial - 001120|34
997|Filial - 000997|140
1300|Filial - 001300|140
716|Filial - 000716|403
920|Filial - 000920|403
1179|Filial - 001179|403
1418|Filial - 001418|1193
3|Filial - 000003|1
883|Filial - 000883|1
1546|Filial - 001546|213
384|Filial - 000384|1724
492|Filial - 000492|1724
1494|Filial - 001494|5181
106|Filial - 000106|1021
113|Filial - 000113|5108
769|Filial - 000769|321
1370|Filial - 001370|321
20|Filial - 000020|1251
238|Filial - 000238|1251
253|Filial - 000253|1251
264|Filial - 000264|1251
406|Filial - 000406|1251
445|Filial - 000445|1251
465|Filial - 000465|1251
870|Filial - 000870|1251
1395|Filial - 001395|1251
1481|Filial - 001481|1251
1510|Filial - 001510|1251
1700|Filial - 001700|1251
58|Filial - 000058|1270
147|Filial - 000147|734
43|Filial - 000043|777
69|Filial - 000069|777
110|Filial - 000110|777
163|Filial - 000163|777
164|Filial - 000164|777
172|Filial - 000172|777
183|Filial - 000183|777
188|Filial - 000188|777
196|Filial - 000196|777
212|Filial - 000212|777
225|Filial - 000225|777
226|Filial - 000226|777
246|Filial - 000246|777
321|Filial - 000321|777
327|Filial - 000327|777
365|Filial - 000365|777
394|Filial - 000394|777
400|Filial - 000400|777
448|Filial - 000448|777
502|Filial - 000502|777
505|Filial - 000505|777
509|Filial - 000509|777
521|Filial - 000521|777
569|Filial - 000569|777
609|Filial - 000609|777
622|Filial - 000622|777
667|Filial - 000667|777
670|Filial - 000670|777
673|Filial - 000673|777
754|Filial - 000754|777
784|Filial - 000784|777
793|Filial - 000793|777
803|Filial - 000803|777
832|Filial - 000832|777
874|Filial - 000874|777
923|Filial - 000923|777
948|Filial - 000948|777
1026|Filial - 001026|777
1049|Filial - 001049|777
1061|Filial - 001061|777
1071|Filial - 001071|777
1152|Filial - 001152|777
1195|Filial - 001195|777
1207|Filial - 001207|777
1215|Filial - 001215|777
1353|Filial - 001353|777
1354|Filial - 001354|777
1382|Filial - 001382|777
1458|Filial - 001458|777
1468|Filial - 001468|777
1489|Filial - 001489|777
1495|Filial - 001495|777
1520|Filial - 001520|777
1528|Filial - 001528|777
1570|Filial - 001570|777
1663|Filial - 001663|777
1685|Filial - 001685|777
1702|Filial - 001702|777
643|Filial - 000643|74
725|Filial - 000725|74
947|Filial - 000947|74
1087|Filial - 001087|74
1652|Filial - 001652|74
922|Filial - 000922|76
1255|Filial - 001255|90
282|Filial - 000282|818
981|Filial - 000981|818
1403|Filial - 001403|2905
350|Filial - 000350|212
84|Filial - 000084|2043
81|Filial - 000081|1272
237|Filial - 000237|1272
453|Filial - 000453|1272
1307|Filial - 001307|1272
1397|Filial - 001397|1272
1517|Filial - 001517|1272
142|Filial - 000142|330
639|Filial - 000639|330
731|Filial - 000731|330
957|Filial - 000957|330
1128|Filial - 001128|330
1435|Filial - 001435|330
662|Filial - 000662|682
892|Filial - 000892|2843
130|Filial - 000130|3356
265|Filial - 000265|3480
498|Filial - 000498|192
496|Filial - 000496|2290
61|Filial - 000061|3142
166|Filial - 000166|599
398|Filial - 000398|599
1502|Filial - 001502|599
1631|Filial - 001631|599
767|Filial - 000767|659
70|Filial - 000070|2692
336|Filial - 000336|629
128|Filial - 000128|5664
1573|Filial - 001573|411
1589|Filial - 001589|411
1687|Filial - 001687|411
1361|Filial - 001361|576
218|Filial - 000218|3962
34|Filial - 000034|27
232|Filial - 000232|27
349|Filial - 000349|27
680|Filial - 000680|27
1064|Filial - 001064|27
1318|Filial - 001318|27
1371|Filial - 001371|27
1708|Filial - 001708|27
22|Filial - 000022|335
706|Filial - 000706|335
737|Filial - 000737|335
900|Filial - 000900|335
1166|Filial - 001166|335
1530|Filial - 001530|335
1640|Filial - 001640|335
990|Filial - 000990|397
220|Filial - 000220|665
1199|Filial - 001199|665
1555|Filial - 001555|2686
573|Filial - 000573|717
655|Filial - 000655|717
735|Filial - 000735|1107
56|Filial - 000056|1274
216|Filial - 000216|2525
433|Filial - 000433|5456
92|Filial - 000092|4216
318|Filial - 000318|4682
1148|Filial - 001148|6231
847|Filial - 000847|49
1007|Filial - 001007|49
810|Filial - 000810|1299
1102|Filial - 001102|603
1216|Filial - 001216|603
499|Filial - 000499|750
1488|Filial - 001488|750
259|Filial - 000259|4380
383|Filial - 000383|4380
565|Filial - 000565|4380
568|Filial - 000568|4380
890|Filial - 000890|4380
1675|Filial - 001675|2114
971|Filial - 000971|635
1614|Filial - 001614|703
1415|Filial - 001415|708
131|Filial - 000131|3754
1590|Filial - 001590|6253
724|Filial - 000724|689
766|Filial - 000766|837
747|Filial - 000747|1106
1186|Filial - 001186|1106
1348|Filial - 001348|1106
1522|Filial - 001522|1106
332|Filial - 000332|424
1272|Filial - 001272|424
454|Filial - 000454|625
668|Filial - 000668|625
1158|Filial - 001158|625
137|Filial - 000137|20
138|Filial - 000138|20
182|Filial - 000182|20
276|Filial - 000276|20
342|Filial - 000342|20
357|Filial - 000357|20
359|Filial - 000359|20
385|Filial - 000385|20
416|Filial - 000416|20
420|Filial - 000420|20
425|Filial - 000425|20
442|Filial - 000442|20
483|Filial - 000483|20
544|Filial - 000544|20
621|Filial - 000621|20
652|Filial - 000652|20
653|Filial - 000653|20
679|Filial - 000679|20
693|Filial - 000693|20
787|Filial - 000787|20
840|Filial - 000840|20
1044|Filial - 001044|20
1114|Filial - 001114|20
1156|Filial - 001156|20
1227|Filial - 001227|20
1299|Filial - 001299|20
1372|Filial - 001372|20
1380|Filial - 001380|20
1422|Filial - 001422|20
1433|Filial - 001433|20
1448|Filial - 001448|20
1585|Filial - 001585|20
1587|Filial - 001587|20
1646|Filial - 001646|20
1655|Filial - 001655|20
1703|Filial - 001703|20
1719|Filial - 001719|20
1726|Filial - 001726|20
1730|Filial - 001730|20
1731|Filial - 001731|20
966|Filial - 000966|142
1259|Filial - 001259|164
1525|Filial - 001525|164
631|Filial - 000631|215
108|Filial - 000108|5748
1050|Filial - 001050|15
1332|Filial - 001332|1585
79|Filial - 000079|1809
554|Filial - 000554|2678
254|Filial - 000254|3823
690|Filial - 000690|492
1229|Filial - 001229|492
1492|Filial - 001492|492
13|Filial - 000013|1470
315|Filial - 000315|1470
1552|Filial - 001552|1470
411|Filial - 000411|57
663|Filial - 000663|57
714|Filial - 000714|57
910|Filial - 000910|57
992|Filial - 000992|57
1667|Filial - 001667|57
650|Filial - 000650|108
952|Filial - 000952|1501
1732|Filial - 001732|4042
1649|Filial - 001649|6167
391|Filial - 000391|7343
1157|Filial - 001157|114
1277|Filial - 001277|655
1419|Filial - 001419|695
109|Filial - 000109|3163
577|Filial - 000577|6403
551|Filial - 000551|170
176|Filial - 000176|948
1141|Filial - 001141|948
68|Filial - 000068|1412
986|Filial - 000986|1412
102|Filial - 000102|2104
1577|Filial - 001577|28
972|Filial - 000972|130
1342|Filial - 001342|130
1100|Filial - 001100|1376
1074|Filial - 001074|92
1356|Filial - 001356|92
1028|Filial - 001028|839
1613|Filial - 001613|1828
289|Filial - 000289|475
959|Filial - 000959|475
1477|Filial - 001477|475
1551|Filial - 001551|475
1355|Filial - 001355|379
924|Filial - 000924|668
953|Filial - 000953|668
572|Filial - 000572|4684
710|Filial - 000710|75
1686|Filial - 001686|4134
944|Filial - 000944|231
1377|Filial - 001377|947
1479|Filial - 001479|37
1123|Filial - 001123|697
1268|Filial - 001268|2887
107|Filial - 000107|4930
458|Filial - 000458|48
469|Filial - 000469|48
692|Filial - 000692|48
881|Filial - 000881|48
795|Filial - 000795|724
1168|Filial - 001168|724
1298|Filial - 001298|724
1610|Filial - 001610|2931
1220|Filial - 001220|117
1343|Filial - 001343|117
35|Filial - 000035|425
103|Filial - 000103|425
323|Filial - 000323|425
1311|Filial - 001311|425
1399|Filial - 001399|425
1020|Filial - 001020|2372
351|Filial - 000351|119
626|Filial - 000626|119
15|Filial - 000015|514
641|Filial - 000641|514
749|Filial - 000749|514
1140|Filial - 001140|514
1202|Filial - 001202|514
1276|Filial - 001276|514
1286|Filial - 001286|514
1469|Filial - 001469|514
1523|Filial - 001523|514
1629|Filial - 001629|514
1728|Filial - 001728|514
848|Filial - 000848|2408
1429|Filial - 001429|3506
743|Filial - 000743|239
125|Filial - 000125|459
1115|Filial - 001115|459
1134|Filial - 001134|860
5|Filial - 000005|63
860|Filial - 000860|63
988|Filial - 000988|63
1037|Filial - 001037|63
951|Filial - 000951|269
616|Filial - 000616|589
998|Filial - 000998|589
447|Filial - 000447|6679
1594|Filial - 001594|7533
1651|Filial - 001651|3056
203|Filial - 000203|98
967|Filial - 000967|98
1131|Filial - 001131|98
47|Filial - 000047|121
148|Filial - 000148|121
201|Filial - 000201|121
206|Filial - 000206|121
256|Filial - 000256|121
272|Filial - 000272|121
278|Filial - 000278|121
280|Filial - 000280|121
343|Filial - 000343|121
481|Filial - 000481|121
756|Filial - 000756|121
836|Filial - 000836|121
857|Filial - 000857|121
904|Filial - 000904|121
1164|Filial - 001164|121
1188|Filial - 001188|121
1224|Filial - 001224|121
1507|Filial - 001507|121
1556|Filial - 001556|121
1661|Filial - 001661|121
1669|Filial - 001669|121
1729|Filial - 001729|121
91|Filial - 000091|167
65|Filial - 000065|3151
872|Filial - 000872|13
1442|Filial - 001442|13
1654|Filial - 001654|13
1691|Filial - 001691|13
49|Filial - 000049|131
341|Filial - 000341|131
355|Filial - 000355|131
623|Filial - 000623|131
646|Filial - 000646|131
712|Filial - 000712|131
936|Filial - 000936|131
987|Filial - 000987|131
1345|Filial - 001345|131
1554|Filial - 001554|131
1647|Filial - 001647|131
37|Filial - 000037|146
1033|Filial - 001033|146
157|Filial - 000157|810
500|Filial - 000500|810
567|Filial - 000567|810
624|Filial - 000624|810
1413|Filial - 001413|810
1451|Filial - 001451|810
1480|Filial - 001480|810
1544|Filial - 001544|810
1547|Filial - 001547|810
1568|Filial - 001568|810
1093|Filial - 001093|1879
73|Filial - 000073|3031
1638|Filial - 001638|3887
93|Filial - 000093|158
878|Filial - 000878|158
1053|Filial - 001053|158
1091|Filial - 001091|158
1209|Filial - 001209|158
121|Filial - 000121|333
1281|Filial - 001281|5026
1408|Filial - 001408|5026
194|Filial - 000194|9
334|Filial - 000334|9
449|Filial - 000449|9
474|Filial - 000474|9
745|Filial - 000745|9
750|Filial - 000750|9
1081|Filial - 001081|9
1683|Filial - 001683|9
1308|Filial - 001308|377
1025|Filial - 001025|433
1653|Filial - 001653|618
1699|Filial - 001699|618
1266|Filial - 001266|225
1574|Filial - 001574|1633
52|Filial - 000052|7240
1696|Filial - 001696|1429
